stock,win_rate,trade_count
000151.SZ,0.3333333333333333,3
000965.SZ,0.25,4
001322.SZ,0.3333333333333333,3
300299.SZ,0.6666666666666666,3
300307.SZ,0.6,5
300768.SZ,0.5,4
002429.SZ,0.5,4
002806.SZ,0.0,4
300205.SZ,0.3333333333333333,3
301002.SZ,0.75,4
301076.SZ,0.0,4
301100.SZ,0.3333333333333333,3
301419.SZ,0.5,6
000911.SZ,0.4,5
301587.SZ,0.42857142857142855,7
002998.SZ,0.6666666666666666,3
300584.SZ,0.75,4
000813.SZ,0.6666666666666666,3
002046.SZ,0.6666666666666666,3
002872.SZ,0.3333333333333333,3
002130.SZ,0.0,2
002970.SZ,0.75,4
300682.SZ,0.0,2
300835.SZ,0.3333333333333333,3
002144.SZ,0.75,4
002032.SZ,0.0,2
301370.SZ,0.6666666666666666,3
300780.SZ,0.0,2
300373.SZ,1.0,2
300841.SZ,1.0,2
001356.SZ,0.0,1
000027.SZ,1.0,1
