stock,win_rate,trade_count
000021.SZ,0.75,4
000029.SZ,0.6666666666666666,3
000005.SZ,0.6666666666666666,3
000002.SZ,0.0,1
000003.SZ,0.4,5
000004.SZ,0.5,4
000038.SZ,0.0,1
000023.SZ,1.0,1
000020.SZ,0.0,2
000033.SZ,0.0,1
000027.SZ,1.0,2
000039.SZ,0.0,1
000008.SZ,0.5,4
000024.SZ,0.75,4
000001.SZ,0.6666666666666666,3
000012.SZ,0.8,5
000010.SZ,0.5,2
000015.SZ,0.3333333333333333,3
000017.SZ,0.0,2
000018.SZ,0.0,1
000019.SZ,0.5,2
000036.SZ,1.0,2
000006.SZ,0.6666666666666666,3
000016.SZ,0.5,2
000025.SZ,0.0,1
000026.SZ,0.6666666666666666,3
000028.SZ,0.0,1
000022.SZ,1.0,1
000009.SZ,0.6666666666666666,3
000013.SZ,0.0,1
000011.SZ,1.0,1
000047.SZ,1.0,1
000035.SZ,0.0,1
000042.SZ,1.0,1
