stock,buy_date,sell_date,buy_price,sell_price,quantity,pnl,return_rate
000021.SZ,2025-11-07,2025-11-10,39.79477266319321,43.17136663038875,300,1009.0927671619302,0.08485018863592127
000029.SZ,2025-11-07,2025-11-10,19.540058918384975,22.149026272179892,400,1040.9290583653037,0.13351890926696106
000005.SZ,2025-11-03,2025-11-11,53.57520724905714,55.095912221919896,500,752.0880995980915,0.028384490717756807
000002.SZ,2025-11-03,2025-11-12,12.907052550516577,12.344398557728736,2700,-1529.1647433589314,-0.04359275602122821
000003.SZ,2025-11-03,2025-11-12,26.790850858610845,29.653151946558403,1400,3994.767199309026,0.10683875264184024
000029.SZ,2025-11-11,2025-11-12,22.153456520459155,21.34540913832481,300,-244.3353014627519,-0.03647500250753629
000004.SZ,2025-11-03,2025-11-13,25.931957695576855,26.386943734698345,1800,804.7259208019386,0.017545379506734876
000038.SZ,2025-11-11,2025-11-14,14.93221096526156,14.562421210387116,500,-187.0792406187811,-0.02476456806930515
000023.SZ,2025-11-12,2025-11-14,20.387467179719838,20.77831352989076,700,269.2289992783699,0.019170912537861035
000020.SZ,2025-11-07,2025-11-17,17.386970870955643,16.85919400049006,400,-213.13385146629116,-0.030354733690111435
000021.SZ,2025-11-11,2025-11-17,42.75407633766294,47.08930464959019,200,864.2203041064768,0.10139918069305269
000033.SZ,2025-11-13,2025-11-17,20.45646486557794,19.975102527772023,400,-194.94194742569834,-0.023531061743512837
000027.SZ,2025-11-10,2025-11-18,31.39895092903449,31.53985653297259,200,26.288729395641894,0.004487589545796033
000039.SZ,2025-11-11,2025-11-18,18.15467833080847,17.58147107770305,400,-231.39267777149234,-0.03157352846801407
000008.SZ,2025-11-14,2025-11-19,35.600760011354225,39.982804620893845,800,3496.0398145226827,0.12308851294584848
000024.SZ,2025-11-10,2025-11-20,25.6838464310546,29.917448324441178,900,3802.163993000322,0.1648351972805633
000005.SZ,2025-11-12,2025-11-20,59.71696443539657,67.94435440830476,500,4103.503333292851,0.13777307756171708
000003.SZ,2025-11-13,2025-11-20,30.59105932200849,29.990057931882784,800,-487.99872600421804,-0.01964630854392546
000001.SZ,2025-11-03,2025-11-21,26.031972548831035,26.986484193106385,1200,1135.698838820903,0.03666689654365865
000012.SZ,2025-11-07,2025-11-21,38.23569102360349,38.819437444124574,600,343.26035357270666,0.015267055593704972
000010.SZ,2025-11-14,2025-11-21,48.68627928654624,47.787468312774955,100,-91.31472142651182,-0.018461278761543336
000015.SZ,2025-11-14,2025-11-24,44.26044224667132,42.11514523144822,100,-215.7931558792543,-0.04846985042008795
000017.SZ,2025-11-18,2025-11-24,44.86233582274531,43.574698225961264,200,-260.14200125036587,-0.028701974009369555
000018.SZ,2025-11-19,2025-11-24,58.5550398666171,58.10328514717297,400,-187.67428199531423,-0.00771504417848894
000019.SZ,2025-11-20,2025-11-24,15.368628988276603,14.66630430330753,1000,-706.7245762600651,-0.04569859064883505
000036.SZ,2025-11-11,2025-11-25,41.66977245682913,45.844567940476956,200,832.2084226531351,0.10018762372587982
000004.SZ,2025-11-17,2025-11-26,28.697500479902025,28.290914394956086,1000,-415.07335926442465,-0.014167996450794978
