stock,buy_date,sell_date,buy_price,sell_price,quantity,pnl,return_rate
000813.SZ,2025-10-01,2025-10-02,60.11154446596587,63.685246286773115,100,354.95139708896477,0.05945117285799591
001356.SZ,2025-10-01,2025-10-02,18.920701388067908,18.20635416425523,500,-360.7731043554213,-0.037754796144247094
301076.SZ,2025-10-01,2025-10-02,34.335123263641044,33.16072269779228,200,-237.40986498407983,-0.034204058533041225
000151.SZ,2025-10-01,2025-10-03,69.60539148506467,64.49031355045665,100,-513.960397884669,-0.07348680648833897
002144.SZ,2025-10-01,2025-10-03,54.88303799216565,52.11904166744817,100,-278.3394694235776,-0.050361576651642814
002970.SZ,2025-10-01,2025-10-03,42.70662464096151,45.055493344235444,200,466.21501623080985,0.05500010181139554
002998.SZ,2025-10-01,2025-10-03,92.0848426505107,99.64007629221804,100,751.539555876725,0.08204644134954653
300205.SZ,2025-10-01,2025-10-03,19.52129018664216,18.534423802629636,400,-397.6090341058334,-0.050553338154248076
300841.SZ,2025-10-01,2025-10-03,49.0121556226156,46.99238660312954,100,-203.70881102386193,-0.041209552892100994
000911.SZ,2025-10-01,2025-10-06,99.56830102859738,93.41353420132378,100,-619.181936888237,-0.06181452092374116
002032.SZ,2025-10-01,2025-10-06,62.00200563630613,66.05891024789368,100,403.1717892727702,0.06543182869574742
002806.SZ,2025-10-01,2025-10-06,53.42465427919309,50.479637148537286,100,-296.3747550717362,-0.055124682983728364
300271.SZ,2025-10-01,2025-10-06,96.8612806213393,93.09553595816284,100,-380.26557424514067,-0.03887770881223348
300682.SZ,2025-10-01,2025-10-06,35.30866515027606,37.086868061077325,200,352.77655488957316,0.050361657775311264
301587.SZ,2025-10-01,2025-10-06,49.172396880899505,52.62342825978068,100,343.14269412852354,0.07018228920668482
301419.SZ,2025-10-01,2025-10-07,34.00478052977628,32.88475599367075,200,-226.51137282886248,-0.032937267015288714
301076.SZ,2025-10-03,2025-10-07,32.38644765248531,30.916442783858997,200,-296.34217632058244,-0.04538950626508445
002998.SZ,2025-10-06,2025-10-08,99.82809053477162,106.19491821020159,100,632.4025716096385,0.0637779170304005
002806.SZ,2025-10-07,2025-10-08,51.8617878224388,50.23235179290687,100,-164.80659422139797,-0.03141881716671037
300271.SZ,2025-10-07,2025-10-08,93.38252035547718,99.37012713236483,100,594.7890070744088,0.06411913872205156
001322.SZ,2025-10-01,2025-10-09,85.2255710181849,81.41618860997238,100,-384.1153522368231,-0.04469764605507532
002130.SZ,2025-10-01,2025-10-09,60.22880872931721,58.020529811453294,100,-223.0104570672056,-0.03666482808565005
300373.SZ,2025-10-01,2025-10-09,34.23925878776297,37.092480797688204,200,567.7798929269911,0.0833318859970464
301002.SZ,2025-10-01,2025-10-09,69.70482967352727,73.18371157691865,100,345.0666107891411,0.04990876413707964
300205.SZ,2025-10-06,2025-10-09,18.333118616259828,17.364264125990886,400,-390.20436916430117,-0.05284722749841674
300841.SZ,2025-10-06,2025-10-09,46.95371782496639,44.24473178367167,100,-272.52024749789325,-0.05769481452764302
300682.SZ,2025-10-07,2025-10-09,37.07624549670729,39.96468981098656,200,574.5763869770644,0.07790552348499788
300835.SZ,2025-10-01,2025-10-10,56.22166469831408,59.8843450764554,100,364.0080926012988,0.0651471349664813
301100.SZ,2025-10-01,2025-10-10,82.80933106602394,79.90261037034145,100,-293.78338341090785,-0.035101366697008626
301370.SZ,2025-10-01,2025-10-10,38.786465270375885,41.384091719957325,100,258.25489640584146,0.06697249753164389
000813.SZ,2025-10-03,2025-10-10,64.63239537747512,68.13658208266811,100,347.8121404166295,0.05421718759961399
002970.SZ,2025-10-06,2025-10-10,45.0709161735191,43.27688228989315,100,-180.98639252520388,-0.03980469082809579
002032.SZ,2025-10-07,2025-10-10,67.13225633863722,65.07252814299511,100,-208.44991951764314,-0.03068164706474576
301076.SZ,2025-10-08,2025-10-10,30.19204188684692,29.098763764404076,200,-220.8455235619458,-0.03621080437488154
002998.SZ,2025-10-09,2025-10-10,102.20969997654319,99.0392696348581,100,-320.9998359703077,-0.03101887924935397
000965.SZ,2025-10-01,2025-10-13,81.4539186271192,78.83500805559821,100,-264.9560761809471,-0.03215205131517205
002046.SZ,2025-10-01,2025-10-13,42.55601930450352,40.68022258383861,200,-378.33402890713296,-0.0440782937718615
300584.SZ,2025-10-01,2025-10-13,48.6925278869089,47.0820877715359,100,-162.77953445325602,-0.033073660071897104
000151.SZ,2025-10-06,2025-10-13,68.13879239388497,65.69534346583076,100,-246.84823136963314,-0.03585988013890152
301587.SZ,2025-10-07,2025-10-13,52.732182151758664,50.420185699983094,100,-233.07027023174123,-0.04384412625143872
002806.SZ,2025-10-09,2025-10-13,51.41737615434908,48.68086573636405,100,-275.45112232283464,-0.053221510365879805
300682.SZ,2025-10-10,2025-10-13,38.0185733328289,40.07141009859179,200,407.44560980490405,0.05399562860477654
002429.SZ,2025-10-01,2025-10-14,64.74705501221396,61.96301334534416,100,-280.7508087908718,-0.042998738187313985
002144.SZ,2025-10-06,2025-10-14,52.881936632738544,57.572651816172176,100,466.9074968253608,0.08870165281597628
300271.SZ,2025-10-09,2025-10-14,99.84296605657178,105.00425331007696,100,511.90260254494024,0.05169404973987606
002130.SZ,2025-10-10,2025-10-14,59.27211120976899,55.7864612374758,100,-350.65526201357534,-0.058807589288614674
300841.SZ,2025-10-10,2025-10-14,45.732147235036436,44.066655741089576,100,-168.16367551583335,-0.03641839700609747
000813.SZ,2025-10-13,2025-10-14,67.9360476140509,64.52067517810657,100,-343.9911246426709,-0.050273346123214095
300373.SZ,2025-10-10,2025-10-15,38.429167278932304,40.53217495462016,200,417.4397357440039,0.05472425828078689
002970.SZ,2025-10-13,2025-10-15,44.39669786928133,47.27679373567132,100,286.2662164706626,0.0648718486872593
002046.SZ,2025-10-14,2025-10-15,43.84572389275485,41.966175387403574,100,-189.4856981594785,-0.042867316091041975
002872.SZ,2025-10-01,2025-10-16,97.86125068950683,103.85123249817134,100,594.8243227238436,0.06120892351631048
300768.SZ,2025-10-01,2025-10-16,72.45611263974088,76.95960291158543,100,447.36509849405047,0.06215473212365621
300780.SZ,2025-10-01,2025-10-16,36.34505423920667,34.64152661891771,200,-343.36070314112294,-0.04687096101376305
300205.SZ,2025-10-10,2025-10-16,16.862163562895564,16.16261816982534,500,-352.9235674432348,-0.04148609936446959
301076.SZ,2025-10-13,2025-10-16,28.959731204726364,27.569297352282366,200,-280.15036198635426,-0.04801266429631338
300584.SZ,2025-10-14,2025-10-16,46.15020177092134,49.33277929479494,100,316.43126890000804,0.06896129164659252
301419.SZ,2025-10-08,2025-10-17,33.79019810757007,32.74193500834229,200,-212.1470452035137,-0.0310226976441709
300835.SZ,2025-10-13,2025-10-17,59.52384721022555,62.78784401670467,100,324.0185221057627,0.054835111630996886
300307.SZ,2025-10-01,2025-10-20,86.57917981665959,83.54024827841513,100,-307.1629221047133,-0.03510002687343202
000911.SZ,2025-10-07,2025-10-20,96.18774351866081,101.74800389445831,100,551.9472631542358,0.057806329293074485
002998.SZ,2025-10-13,2025-10-20,99.56065875276852,105.60905125097293,100,600.5856735131656,0.06075082842936912
300682.SZ,2025-10-14,2025-10-20,38.75486538507517,36.55615956202961,200,-442.5596864923282,-0.056733672048627413
301100.SZ,2025-10-13,2025-10-21,82.12025058091716,78.5229492930045,100,-362.7816340612344,-0.04380528873774024
301370.SZ,2025-10-13,2025-10-21,39.946353849358935,41.99182500922407,200,405.8050745198698,0.05120545338327451
002144.SZ,2025-10-15,2025-10-21,57.2970513952869,60.58921562053756,100,326.927125207917,0.05745782976750987
002429.SZ,2025-10-15,2025-10-21,65.28523393830808,61.93203080948833,100,-337.66565972959506,-0.05136235143138787
300584.SZ,2025-10-17,2025-10-21,49.40048326802183,47.81971859670359,100,-159.84174066576907,-0.031998971806446085
000027.SZ,2025-10-01,2025-10-22,22.577514820715027,23.743517334049706,400,462.6262168764297,0.05164441359439893
000965.SZ,2025-10-14,2025-10-22,79.31333846992881,75.23460076243165,100,-410.7833777606802,-0.05142562129122309
301587.SZ,2025-10-14,2025-10-22,53.29360604932505,56.89920396416326,100,358.4236157873711,0.06765535646998834
002046.SZ,2025-10-16,2025-10-22,42.84258451684736,40.150283838369404,100,-270.68898563173707,-0.06284169614975584
300307.SZ,2025-10-21,2025-10-22,84.44790902658004,81.01665085165673,100,-346.2855418159297,-0.040631653459214837
300682.SZ,2025-10-21,2025-10-22,37.67053296190711,36.41466782763744,200,-253.97943324066455,-0.03333813024465608
300299.SZ,2025-10-01,2025-10-23,95.40688229055588,92.49270404904557,100,-295.08213653211715,-0.03054473819441411
000813.SZ,2025-10-15,2025-10-23,65.88530622777549,63.59440531899396,100,-231.50506362098258,-0.034771044409531
300373.SZ,2025-10-16,2025-10-23,39.33679574578684,37.094812625584424,200,-451.26133326174477,-0.05699455376821179
300835.SZ,2025-10-20,2025-10-23,60.77971095801274,57.49334599021009,100,-330.7972368154042,-0.054070098656324804
301370.SZ,2025-10-22,2025-10-23,42.136561103150605,44.2463653392647,100,209.35871493735795,0.050070631795254436
001356.SZ,2025-10-03,2025-10-24,18.437715126001926,19.36316865859834,400,367.17619348751396,0.05019350425320795
300271.SZ,2025-10-15,2025-10-24,103.71338699354246,100.02424235321669,100,-372.91555496051114,-0.03557057335862981
002872.SZ,2025-10-17,2025-10-24,106.64818138618222,112.92534435154745,100,623.1285199331433,0.058858602967031284
300205.SZ,2025-10-17,2025-10-24,16.38900585804697,17.77139751119379,400,550.2247548057267,0.08434871920361581
002998.SZ,2025-10-21,2025-10-24,105.58683593362677,110.97472400054653,100,534.2905068314194,0.05102802844008558
000965.SZ,2025-10-23,2025-10-24,75.65359417045124,72.07321603473301,100,-360.8118824366611,-0.04732594895163167
001322.SZ,2025-10-10,2025-10-27,84.43907099432651,88.68025058972002,100,420.62244839930463,0.05022769134537814
002970.SZ,2025-10-16,2025-10-27,46.92880740943688,44.244192319401954,100,-270.08313080549306,-0.057206122171668
300373.SZ,2025-10-24,2025-10-27,36.42105468034398,34.78494479183359,200,-329.88934686546054,-0.044922089787624395
301370.SZ,2025-10-24,2025-10-27,44.17422561015618,42.641491143803364,100,-154.83114223687062,-0.03469748354797237
300841.SZ,2025-10-15,2025-10-28,44.97301297685919,48.65051513145229,100,365.9513630454894,0.08177130930688042
301419.SZ,2025-10-20,2025-10-28,32.233724670671755,34.28210666628937,200,407.05173696842485,0.06354779090985296
300584.SZ,2025-10-22,2025-10-28,44.455723499837646,47.85991771853169,100,338.6525252979209,0.0765749368291459
000027.SZ,2025-10-23,2025-10-28,23.984528637620038,22.52737599161744,300,-439.7288391625525,-0.06075385795645929
301587.SZ,2025-10-23,2025-10-28,56.13417940220727,54.28204330595099,100,-187.24200119888155,-0.03299480131321653
300835.SZ,2025-10-24,2025-10-28,56.695925905066545,59.55084366901561,100,283.2457020292768,0.05035490149203018
301002.SZ,2025-10-10,2025-10-29,77.97131034040632,82.26618970493013,100,426.27379057172857,0.05508281630478274
002806.SZ,2025-10-14,2025-10-29,47.839306046843944,46.09274433938518,100,-176.35188426477634,-0.03650892648293319
300780.SZ,2025-10-17,2025-10-29,34.58626165966803,36.697985573143974,200,419.5141096434454,0.06105672634572355
002144.SZ,2025-10-22,2025-10-29,60.9569752262246,58.267544664396496,100,-271.1358572239669,-0.04412014460768504
002429.SZ,2025-10-22,2025-10-29,59.57595190482479,57.33573039426221,100,-226.17637118729454,-0.037602781641515974
300307.SZ,2025-10-23,2025-10-29,79.99433464431311,76.07082902145369,100,-395.2961662214084,-0.04904729366529395
000813.SZ,2025-10-24,2025-10-29,63.1665580097582,59.99784599976901,100,-319.1358693534603,-0.050164392517630475
300205.SZ,2025-10-27,2025-10-29,17.640494293036017,16.892247571727978,400,-301.8811777580768,-0.04241642602970747
301076.SZ,2025-10-17,2025-10-30,28.492788087806606,30.09754479957675,200,318.6784630866305,0.05632150517614293
300682.SZ,2025-10-23,2025-10-30,35.45946847051108,38.1083927405677,200,526.8329609488665,0.07470287582735574
002998.SZ,2025-10-27,2025-10-30,116.96455786666348,112.3899023350359,100,-462.0287417115687,-0.039111467739163956
300584.SZ,2025-10-29,2025-10-30,44.50356830445629,43.146501924167225,100,-137.2844451859146,-0.030493428549484978
300299.SZ,2025-10-24,2025-10-31,95.4132247021032,90.32887489541189,100,-512.003346128793,-0.053287684412360425
300271.SZ,2025-10-27,2025-10-31,101.48602633915588,95.90555340053355,100,-561.8636767910793,-0.0549875991791517
301370.SZ,2025-10-28,2025-10-31,41.300129828601754,39.773560877300994,100,-154.10093902216067,-0.03696281240848688
000027.SZ,2025-10-29,2025-10-31,22.77872260435751,21.943582532958995,300,-253.05106918557976,-0.036663165266289176
300780.SZ,2025-10-30,2025-10-31,36.95055638255629,35.41713003807814,200,-309.4064597306751,-0.04149941150012168
