stock,buy_date,sell_date,buy_price,sell_price,quantity,order_quantity,execution_rate,pnl,return_rate,commission,stamp_duty,transfer_fee,market_impact_cost
600001.SH,2025-09-01,2025-09-02,92.79051819194486,89.29143758813247,500,700,0.81,-1819.8055205733835,-0.037709462906266464,13.393715638219868,44.645718794066234,1.0,11.225784234908632
600006.SH,2025-09-01,2025-09-02,81.79508337621115,80.14370009119789,400,500,0.81,-710.0583577586076,-0.02018927320384084,9.617244010943745,32.057480036479156,1.0,6.830319705880022
600021.SH,2025-09-01,2025-09-02,50.457568330774656,49.04359731742518,200,300,0.81,-299.7589423569407,-0.028022971778588014,5.0,9.808719463485037,1.0,1.1560202235614732
600063.SH,2025-09-01,2025-09-02,20.210489401534225,19.54958365792193,100,200,0.81,-74.14839431639393,-0.03270112516731662,5.0,1.954958365792193,1.0,0.10286158937194098
600001.SH,2025-09-01,2025-09-03,92.79051819194486,87.12945816452824,100,200,0.81,-581.7867683101904,-0.0610090355967863,5.0,8.712945816452825,1.0,0.9678197520778129
600004.SH,2025-09-01,2025-09-03,16.728852841078584,16.502900407566784,2200,3100,0.7290000000000001,-554.0863030210821,-0.013506750023944379,10.891914268994075,36.30638089664692,1.0,8.792654129477686
600009.SH,2025-09-01,2025-09-03,32.80481531033269,32.811565169830025,800,1100,0.7290000000000001,-35.12945448583196,0.00020575819231047283,7.874775640759205,26.24925213586402,1.0,5.405314307073747
600011.SH,2025-09-01,2025-09-03,29.505198793140732,28.34839151253076,800,1100,0.7290000000000001,-960.2689855215976,-0.03920689668015055,6.803613963007382,22.67871321002461,1.0,4.340833860592624
600015.SH,2025-09-01,2025-09-04,87.90558874153622,84.5585948999735,100,200,0.81,-350.08054585320315,-0.03807486974922261,5.0,8.455859489997351,1.0,0.9253022069342537
600032.SH,2025-09-01,2025-09-04,39.36135857293055,38.75699598861848,100,200,0.81,-70.59908376735893,-0.015354210480115411,5.0,3.8756995988618477,1.0,0.287125737289807
600004.SH,2025-09-01,2025-09-05,16.728852841078584,16.150053045131372,700,900,0.81,-423.89528589474685,-0.03459889338771267,5.0,11.30503713159196,1.0,1.4303916001071615
600007.SH,2025-09-01,2025-09-05,27.063638464553364,29.03123600396906,1100,1600,0.7290000000000001,2114.5893721796347,0.07270262429764421,9.580307881309789,31.93435960436597,1.0,7.253253691958207
600008.SH,2025-09-01,2025-09-05,18.478291622624933,19.938599969173232,1600,2200,0.7290000000000001,2286.7789165574613,0.0790283201700469,9.570527985203151,31.901759950677175,1.0,7.2421499839354055
600011.SH,2025-09-01,2025-09-05,29.505198793140732,28.29266707459309,200,300,0.81,-254.67140434445082,-0.04109552784404647,5.0,5.658533414918619,1.0,0.5065272200042698
600020.SH,2025-09-01,2025-09-05,43.739980452792146,46.98576444340608,400,500,0.81,1269.8148981782288,0.0742063429616083,5.638291733208729,18.794305777362432,1.0,3.0661005567736206
600023.SH,2025-09-01,2025-09-05,27.665808147874948,26.358442670085125,400,600,0.81,-540.7778668865358,-0.04725564027632583,5.0,10.543377068034049,1.0,1.288298702571794
600052.SH,2025-09-01,2025-09-05,28.136380462911646,27.66042779333848,100,200,0.81,-56.534424975889124,-0.01691591675057664,5.0,2.7660427793338482,1.0,0.17311523923875685
600004.SH,2025-09-01,2025-09-08,16.728852841078584,15.882168031236054,100,200,0.81,-92.33201801800169,-0.05061224567433884,5.0,1.5882168031236055,1.0,0.07532023062488061
600008.SH,2025-09-01,2025-09-08,18.478291622624933,19.952531569563895,400,600,0.81,574.8665010962177,0.07978226434817672,5.0,7.981012627825558,1.0,0.8484650515419968
600009.SH,2025-09-01,2025-09-08,32.80481531033269,31.576044951870028,200,300,0.81,-258.6664927197444,-0.03745701193067327,5.0,6.315208990374005,1.0,0.5972120368370509
600023.SH,2025-09-01,2025-09-08,27.665808147874948,26.236809171145815,100,200,0.81,-151.68350253200697,-0.05165216823203109,5.0,2.6236809171145814,1.0,0.1599239419790198
600028.SH,2025-09-01,2025-09-08,30.17081735804977,31.799342683869455,300,400,0.81,471.9089876885355,0.053976838164286015,5.0,9.539802805160836,1.0,1.1088072522086792
600008.SH,2025-09-01,2025-09-09,18.478291622624933,19.958333392523556,100,200,0.81,139.9022392562233,0.08009624483285299,5.0,1.9958333392523557,1.0,0.10610439438658208
600012.SH,2025-09-01,2025-09-09,53.44838085587907,57.153166006748435,400,600,0.81,1447.081047700347,0.06931519891798281,6.858379920809812,22.861266402699375,1.0,4.113366323886282
600088.SH,2025-09-01,2025-09-09,12.855953487498425,13.803710909263419,100,200,0.81,87.33434145454157,0.07372128583746246,5.0,1.3803710909263418,1.0,0.061029631031496424
600029.SH,2025-09-01,2025-09-10,45.36714955992017,47.94436759669722,100,200,0.81,246.53231574731853,0.05680802214327133,5.0,4.794436759669722,1.0,0.3950511707161484
600070.SH,2025-09-01,2025-09-10,15.422774542396544,15.15606250276204,200,300,0.81,-62.57221690273491,-0.017293389000878137,5.0,3.031212500552408,1.0,0.198596475281748
600007.SH,2025-09-01,2025-09-11,27.063638464553364,28.459263535044503,400,500,0.81,539.4209747542518,0.051568272031089275,5.0,11.3837054140178,1.0,1.4453480281849935
600017.SH,2025-09-01,2025-09-11,36.91921690214569,36.91839529228754,500,700,0.81,-28.392224815284862,-2.2254260168291656e-05,5.537759293843131,18.45919764614377,1.0,2.984462946221232
