stock,buy_date,sell_date,buy_price,sell_price,quantity,pnl,return_rate
002144.SZ,2025-10-01,2025-10-02,50.35369763144281,48.34083974835445,100,-203.0721156474665,-0.039974380785721256
002429.SZ,2025-10-01,2025-10-02,88.67291842067701,85.26415553546781,100,-344.2215303931298,-0.038441983707331484
301100.SZ,2025-10-01,2025-10-02,28.903885230757645,28.019856346735722,200,-178.90647966540746,-0.030585122967523987
001356.SZ,2025-10-01,2025-10-03,72.96457900298724,67.80053138298764,100,-518.9970548262518,-0.07077471960453814
002130.SZ,2025-10-01,2025-10-03,73.2855583212679,70.98686976521309,100,-232.59655238401865,-0.03136618740049525
002970.SZ,2025-10-01,2025-10-03,81.41239733039535,78.95232497407885,100,-249.07733721839668,-0.030217416965782347
300271.SZ,2025-10-01,2025-10-03,56.391562317982206,60.31240611832809,100,389.80661529758254,0.06952890892146114
300307.SZ,2025-10-01,2025-10-03,99.1486253033886,95.62213261432566,100,-356.45298892063147,-0.03556774164313511
002872.SZ,2025-10-01,2025-10-06,22.433374800039623,23.76271116559937,400,527.9563319631143,0.05925708358233285
300584.SZ,2025-10-01,2025-10-06,29.86413376492612,28.121826948086166,200,-350.57047659322143,-0.05834111347593153
000911.SZ,2025-10-01,2025-10-07,71.32795276230121,69.05299758177634,100,-230.14092549973248,-0.03189430079545542
001322.SZ,2025-10-01,2025-10-07,77.84834227950404,74.49661310810639,100,-338.05080638307845,-0.04305459915079137
301002.SZ,2025-10-01,2025-10-07,66.46038867960296,70.63485616420827,100,414.73405533782716,0.06281136128664384
301419.SZ,2025-10-01,2025-10-07,47.01758968652334,50.58822706580065,100,355.1862803207714,0.07594258665923846
301587.SZ,2025-10-01,2025-10-07,50.789166469330155,49.08632416627086,100,-172.10072683375347,-0.03352766783616306
000813.SZ,2025-10-01,2025-10-08,55.533404763948425,58.721158288316666,100,316.56373902584437,0.05740245061361138
002806.SZ,2025-10-01,2025-10-08,76.04251130962524,73.71853792013982,100,-235.24183876902316,-0.03056150236836346
300841.SZ,2025-10-01,2025-10-08,86.20784806774726,81.67996720369327,100,-455.97668421670096,-0.05252283829768862
002429.SZ,2025-10-03,2025-10-08,85.82080234825936,90.23382844171594,100,437.73844992678823,0.05142140335100334
001356.SZ,2025-10-06,2025-10-08,69.40468860137403,67.02289752471437,100,-240.73849438791876,-0.03431743769271106
000151.SZ,2025-10-01,2025-10-09,70.77170151456913,68.4657366921775,100,-233.2169674026136,-0.032583147967933504
002032.SZ,2025-10-01,2025-10-09,66.45416851063962,63.97840206883213,100,-250.00773708950692,-0.037255246695489165
002998.SZ,2025-10-01,2025-10-09,41.41404411436853,43.79769062869875,200,473.28161519537025,0.05755647788821526
300299.SZ,2025-10-01,2025-10-09,55.8070122482885,53.08514281088277,100,-274.16627399587287,-0.04877289300663474
301370.SZ,2025-10-01,2025-10-09,71.17700506733985,76.08780120286497,100,488.1332783957514,0.06899413835801411
300780.SZ,2025-10-01,2025-10-10,95.0555784499442,100.67423442040473,100,557.835239469041,0.05910916604877934
300835.SZ,2025-10-01,2025-10-10,85.45243594982743,89.78093524726326,100,429.3058021662837,0.05065390177966679
002130.SZ,2025-10-06,2025-10-10,70.00920342528643,66.49156963298111,100,-354.3003142902535,-0.05024530519132851
300307.SZ,2025-10-06,2025-10-10,96.15563177074314,92.93231258390217,100,-326.0157686298644,-0.033521897027582244
300584.SZ,2025-10-07,2025-10-10,27.360012365433,26.38187355982988,200,-197.59394231515307,-0.03575067118167363
002806.SZ,2025-10-09,2025-10-10,74.18943386448765,71.80298938960918,100,-241.40697160888612,-0.03216690505062333
