stock,buy_date,sell_date,buy_price,sell_price,quantity,pnl,return_rate
000151.SZ,2025-10-01,2025-10-02,26.289647448796124,25.38826321775675,300,-273.364921712855,-0.034286661043857004
000965.SZ,2025-10-01,2025-10-02,37.05682193251489,35.39691112388751,200,-334.70162899263687,-0.04479366340832695
001322.SZ,2025-10-01,2025-10-02,43.277827558914225,41.20537532088807,200,-417.71089794471663,-0.04788715965941028
300299.SZ,2025-10-01,2025-10-02,66.63871559860297,64.34199093167193,100,-232.11883578975903,-0.03446532014160234
300307.SZ,2025-10-01,2025-10-02,78.09035987872699,75.09582222519347,100,-302.35740423766765,-0.0383470848153854
300768.SZ,2025-10-01,2025-10-02,25.73729310066209,24.698133293282368,300,-314.60856475616765,-0.04037564491787948
002429.SZ,2025-10-01,2025-10-03,82.05013697532128,79.26624193173132,100,-281.47321157999977,-0.03392919434646762
002806.SZ,2025-10-01,2025-10-03,58.931795015857,56.123731042617955,100,-282.9105645269028,-0.04764938811864576
300205.SZ,2025-10-01,2025-10-03,97.29818566980515,103.67854772985467,100,633.8701669867787,0.06557534465958247
301002.SZ,2025-10-01,2025-10-03,69.4669593793651,66.17034959072846,100,-332.18435311493613,-0.047455795072785
301076.SZ,2025-10-01,2025-10-03,16.7358638643771,15.855467312736382,400,-354.5663548557686,-0.052605384387397904
301100.SZ,2025-10-01,2025-10-03,68.5761264053623,72.69761234220948,100,409.3478244269245,0.06010088572930681
301419.SZ,2025-10-01,2025-10-03,71.13809747701085,68.60863518434634,100,-255.57277590924878,-0.03555706973302079
000911.SZ,2025-10-01,2025-10-06,73.7118207393524,71.24713955830771,100,-249.20691529417218,-0.03343671552707802
301587.SZ,2025-10-01,2025-10-06,18.189546239916037,19.71070395162408,400,605.3977274328126,0.08362812857694817
300307.SZ,2025-10-03,2025-10-06,74.42078574095922,71.98693419066407,100,-246.15553702112175,-0.032703921707663695
002998.SZ,2025-10-01,2025-10-07,26.519924474119122,28.170699305625163,300,491.9201628960809,0.062246588715478335
300584.SZ,2025-10-01,2025-10-07,71.62077722364083,75.73215785129975,100,408.2070447937931,0.05740485913495252
000813.SZ,2025-10-01,2025-10-08,95.82417627515292,100.84219287519876,100,497.7637347640848,0.05236691610723509
002046.SZ,2025-10-01,2025-10-08,53.03117211249553,56.9626377941784,100,391.00777152000956,0.07413499504297227
002872.SZ,2025-10-01,2025-10-08,39.79909249640912,37.40936835077215,200,-480.836557025259,-0.06004468935698945
002806.SZ,2025-10-06,2025-10-08,55.52255556879189,53.81371938283867,100,-172.89279597088262,-0.030777333075672035
002130.SZ,2025-10-01,2025-10-09,96.66248253191799,93.1134096416197,100,-358.5991918643522,-0.03671613636786522
002970.SZ,2025-10-01,2025-10-09,88.51262632356557,96.44700786476426,100,789.5975625339288,0.08964123956952617
300682.SZ,2025-10-01,2025-10-09,64.72523853797203,62.079763231441824,100,-266.89905442555664,-0.040872391763812514
300835.SZ,2025-10-01,2025-10-09,14.488048457312553,14.043116890892838,500,-225.16062040756242,-0.030710248363032273
002429.SZ,2025-10-06,2025-10-09,78.88657393732832,76.27318930885178,100,-264.2927867885328,-0.033128382917893606
301100.SZ,2025-10-06,2025-10-09,73.53199779904868,68.56470166933713,100,-499.35429584176745,-0.06755285152575877
002144.SZ,2025-10-01,2025-10-10,58.013914577858046,62.78303336470063,100,474.53092163910515,0.08220646411374548
300299.SZ,2025-10-03,2025-10-10,65.56089408586392,69.34072835662133,100,375.3257974882499,0.0576537938272627
301002.SZ,2025-10-06,2025-10-10,66.15626159621097,69.60580949470838,100,342.2858936267803,0.05214242484788444
002032.SZ,2025-10-01,2025-10-13,60.68465500295398,58.59098635017719,100,-211.5730781039283,-0.034500791883465054
301370.SZ,2025-10-01,2025-10-13,32.83282581083909,31.702816318543398,200,-228.40895161526805,-0.03441706476335771
301076.SZ,2025-10-06,2025-10-13,16.34695200260389,15.837775764719195,400,-206.0752612533579,-0.0311480842302337
002046.SZ,2025-10-09,2025-10-13,55.84640638946071,52.690319682783446,100,-317.5718492669803,-0.056513693731113174
001322.SZ,2025-10-03,2025-10-14,40.43673774438919,38.4968175507,200,-390.96943627280325,-0.04797420123136328
300205.SZ,2025-10-06,2025-10-14,98.76164641583264,94.66515082110585,100,-413.4105682173613,-0.04147860777329117
301419.SZ,2025-10-06,2025-10-14,67.8870707234623,72.75359595211405,100,483.8493579625592,0.07168559751937925
301587.SZ,2025-10-07,2025-10-14,19.77821359622222,18.339086022623572,300,-433.79687273736454,-0.07276327392245023
300780.SZ,2025-10-01,2025-10-15,83.82584314330828,80.79164827799654,100,-306.56942504081053,-0.03619641331998877
300768.SZ,2025-10-03,2025-10-15,25.515357217627244,26.81241032431291,300,385.98139924684983,0.05083421312203301
300307.SZ,2025-10-07,2025-10-15,73.4926242771744,77.39613349490953,100,387.3481447245258,0.05311429896710737
300584.SZ,2025-10-08,2025-10-15,72.70145314974587,76.39449655253158,100,366.3447873421501,0.05079738083335152
000813.SZ,2025-10-09,2025-10-15,99.0926413088526,106.17382143340615,100,703.8387755154381,0.07146020159542292
002806.SZ,2025-10-09,2025-10-15,55.996311214333744,53.511527304877056,100,-250.47518200800278,-0.044374064211941185
002429.SZ,2025-10-10,2025-10-15,76.11403790026144,81.00742379228896,100,486.1792662654916,0.06429018912962856
002970.SZ,2025-10-10,2025-10-15,98.24224253697588,105.17415711136826,100,688.9576249167694,0.07055940902187145
300373.SZ,2025-10-01,2025-10-16,25.408267114113958,26.822992108702504,300,421.28158614408585,0.055679711970702844
002872.SZ,2025-10-09,2025-10-16,37.78744187590389,40.07739528608302,200,454.8684188281768,0.06060091121541034
300835.SZ,2025-10-10,2025-10-16,14.039245046257506,15.167941172085696,500,561.4124141110933,0.08039578496630564
301076.SZ,2025-10-14,2025-10-16,16.181175147235372,15.307592983053388,400,-351.74890350100577,-0.05398756000309655
300205.SZ,2025-10-15,2025-10-16,96.79813279108994,93.43690008245022,100,-339.82956477170046,-0.03472414820122556
301419.SZ,2025-10-15,2025-10-16,71.1321069431834,68.55960329184892,100,-259.8748317291538,-0.036165154694338904
000965.SZ,2025-10-03,2025-10-17,34.826329502071886,33.200211290788054,200,-327.7567284352008,-0.04669220772137616
