stock,buy_date,sell_date,buy_price,sell_price,quantity,pnl,return_rate
000911.SZ,2025-10-01,2025-10-02,11.313883352168142,10.938270691350727,800,-303.9338876846268,-0.033199269351264306
002130.SZ,2025-10-01,2025-10-02,79.54012103575862,76.63102234102503,100,-293.87962157551374,-0.0365739787273614
002998.SZ,2025-10-01,2025-10-02,75.14659142944149,71.67947219585824,100,-349.4691726740357,-0.046138077158678334
300205.SZ,2025-10-01,2025-10-02,84.11859588382491,81.36534510895208,100,-278.4999755568915,-0.032730584075313186
300299.SZ,2025-10-01,2025-10-02,47.57354939891096,51.999398141551296,100,440.64992149721456,0.09303171191892713
301370.SZ,2025-10-01,2025-10-02,25.612178122262918,24.277530495095668,300,-403.2008338902033,-0.052109883852757215
001322.SZ,2025-10-01,2025-10-03,21.928204288345857,21.264202595239645,400,-268.93682861279194,-0.030280714479621443
002429.SZ,2025-10-01,2025-10-03,87.50958370670132,91.90951645675885,100,436.35485802310177,0.05027943870473003
002806.SZ,2025-10-01,2025-10-03,81.03330495945863,85.72825880758873,100,466.1297829067953,0.05793857044926165
002872.SZ,2025-10-01,2025-10-03,15.903482882518958,17.003072997088392,500,546.4607225594318,0.06914146559544507
300682.SZ,2025-10-01,2025-10-03,77.17215449592406,81.49671358115931,100,429.2752912130454,0.05603781718266862
301076.SZ,2025-10-01,2025-10-03,22.372169305347864,21.27362011339635,300,-331.9892352247107,-0.04910338273226435
301419.SZ,2025-10-01,2025-10-03,34.32679747456837,33.291378949091786,200,-209.6244915413081,-0.030163563211619
001356.SZ,2025-10-01,2025-10-06,75.31541143211248,72.86398916245463,100,-247.95011661058925,-0.032548746970167027
002144.SZ,2025-10-01,2025-10-06,42.03919860783491,44.53480288163465,200,495.608157084549,0.059363745181732014
300271.SZ,2025-10-01,2025-10-06,21.552408010604257,20.750072672866878,300,-243.05925465768905,-0.03722717838965429
300780.SZ,2025-10-01,2025-10-06,91.10533321960277,97.94322852307702,100,679.8819258792664,0.0750548300722638
300299.SZ,2025-10-03,2025-10-06,51.56707137909349,49.68601724518553,100,-189.94622224247178,-0.036477815854219386
002046.SZ,2025-10-01,2025-10-07,77.893274156042,73.75731440221878,100,-416.44213796233817,-0.05309777767895251
300307.SZ,2025-10-01,2025-10-07,90.77720371214028,86.19670797959144,100,-461.4357435411075,-0.05045865641636038
300841.SZ,2025-10-01,2025-10-07,88.20319509812695,92.64780519994521,100,440.78980634405707,0.05039057935343025
301002.SZ,2025-10-01,2025-10-07,45.43770682032727,47.811625141273176,100,235.62688531231106,0.05224555742509203
002872.SZ,2025-10-06,2025-10-07,17.08983524878641,16.51375095238884,400,-232.95222562724484,-0.033709177883296464
301419.SZ,2025-10-06,2025-10-07,33.86202235703561,32.837440342023406,200,-207.4188789181262,-0.030257555328774586
300584.SZ,2025-10-01,2025-10-08,75.47838641638673,71.6576113786357,100,-384.8338196647137,-0.05062078323552384
002998.SZ,2025-10-03,2025-10-08,71.45465443989353,76.69809858206521,100,521.3717688655361,0.07338142187199828
301370.SZ,2025-10-03,2025-10-08,24.13849885974118,23.005635511142852,300,-342.5028794892669,-0.04693180612352604
300780.SZ,2025-10-07,2025-10-08,100.89473150386648,96.29598073069958,100,-463.7089141616161,-0.045579691869150424
300835.SZ,2025-10-01,2025-10-09,71.2133166898338,77.3668340293968,100,612.3502224980721,0.08640964394853769
300682.SZ,2025-10-06,2025-10-09,80.54365384642057,84.95927485933109,100,438.23022489980394,0.05482270547758065
300373.SZ,2025-10-01,2025-10-10,46.167521111396326,43.967958196798484,100,-221.5668744333716,-0.04764308027911174
001322.SZ,2025-10-06,2025-10-10,20.83935870193514,22.457475033386345,400,643.7002400276888,0.07764712698673144
002429.SZ,2025-10-06,2025-10-10,94.4557302422053,88.86703251800293,100,-562.3735268004239,-0.05916737618640736
000965.SZ,2025-10-01,2025-10-13,19.505279275191796,20.492408146638127,400,391.650330464352,0.05060829212026875
300205.SZ,2025-10-03,2025-10-13,83.23579497716233,87.96370289975144,100,469.3268786909921,0.05680137882849947
301076.SZ,2025-10-06,2025-10-13,22.2066419378103,20.899092772798863,300,-394.64211501556474,-0.05888099464445046
002144.SZ,2025-10-07,2025-10-13,44.72530562487184,47.51047031647095,100,276.7636756440761,0.062272681040110724
002032.SZ,2025-10-01,2025-10-14,21.811121629988047,21.090991488254577,400,-291.3578575095871,-0.03301664875149592
002970.SZ,2025-10-01,2025-10-14,86.23643679158181,90.87954437012704,100,460.71800988983523,0.05384159818391842
002130.SZ,2025-10-03,2025-10-14,77.03306920774824,74.71377084140691,100,-234.81705413618238,-0.030107827588778533
300299.SZ,2025-10-07,2025-10-14,52.348589868509976,50.42544970989163,100,-194.1848549051483,-0.03673719126816824
300841.SZ,2025-10-08,2025-10-14,95.45861110797905,92.35148541797491,100,-314.3706083847683,-0.0325494541973744
301002.SZ,2025-10-08,2025-10-14,46.75208570338419,45.25814274058733,100,-151.05651097169357,-0.03195457358362768
001356.SZ,2025-10-07,2025-10-15,74.20721248244794,71.3721112191502,100,-286.2542556545368,-0.03820519823417871
301419.SZ,2025-10-08,2025-10-15,32.811160629353076,34.56543695555765,200,348.20655052351685,0.05346584188293505
300584.SZ,2025-10-09,2025-10-15,72.24649315399158,75.91355531641636,100,363.76738703298724,0.0507576492966729
002429.SZ,2025-10-13,2025-10-15,89.76854764265356,86.3141710442601,100,-348.82899040376833,-0.03848092332009729
301076.SZ,2025-10-14,2025-10-15,21.730296965928478,20.88304195950088,300,-256.55185105885994,-0.0389895733020139
300768.SZ,2025-10-01,2025-10-16,11.265168179419465,10.818810965833716,700,-315.3810467694393,-0.03962277406574425
002806.SZ,2025-10-06,2025-10-16,84.35927976247177,88.77394980735536,100,437.96735847123455,0.052331765483463875
300307.SZ,2025-10-08,2025-10-16,88.12904438650844,95.77987446839059,100,761.2722412090752,0.0868139457898559
002998.SZ,2025-10-09,2025-10-16,75.9742450837439,82.41933916933218,100,641.2885836100177,0.08483261766515833
300841.SZ,2025-10-15,2025-10-16,91.40104505737835,97.27800625428023,100,583.8183302883299,0.06429862145681732
000027.SZ,2025-10-01,2025-10-17,38.739044064774745,41.25881868661472,200,500.729811472218,0.0650448322273185
000151.SZ,2025-10-01,2025-10-17,30.338003722554497,29.402678167874654,300,-284.07234964710915,-0.03083016151074184
301370.SZ,2025-10-09,2025-10-17,23.705426010052808,25.517783537623224,300,540.7408559598571,0.07645327811454838
300682.SZ,2025-10-10,2025-10-17,82.30735885012143,78.81511907497028,100,-352.2881350026082,-0.04242925327625181
002429.SZ,2025-10-16,2025-10-17,86.27950012828404,83.5981846696512,100,-271.40384668399383,-0.031077086151938105
002144.SZ,2025-10-14,2025-10-20,45.19385516350135,43.538420979697996,100,-167.13685340388565,-0.03662962979843957
301076.SZ,2025-10-16,2025-10-20,20.884241153351358,20.24803853010247,300,-193.1565410369085,-0.030463286579450105
301587.SZ,2025-10-01,2025-10-21,73.56942105927685,78.10193398047824,100,450.2180059272505,0.061608652833483914
300205.SZ,2025-10-14,2025-10-21,87.2665317250143,83.21405011322942,100,-408.50367568807087,-0.046437981797588394
300584.SZ,2025-10-16,2025-10-21,75.6465126245655,80.25246324280927,100,457.4685563535759,0.0608878117237625
000027.SZ,2025-10-20,2025-10-21,41.20651272285999,39.18843253161308,100,-203.22899429415247,-0.04897478718521468
301100.SZ,2025-10-01,2025-10-22,40.221298731942454,38.60803840781055,100,-162.72416602925296,-0.04010960299625303
300271.SZ,2025-10-07,2025-10-22,20.753290102119006,21.93777627753491,300,352.8375394014547,0.057074621401594555
002046.SZ,2025-10-08,2025-10-22,74.97253164928,72.50435809977068,100,-249.60985661234918,-0.03292103781496112
300780.SZ,2025-10-09,2025-10-22,97.69267685733469,103.80958993287811,100,607.5193351778689,0.06261383424344329
300768.SZ,2025-10-17,2025-10-22,11.439484007432263,11.01424930214127,700,-300.6542716298063,-0.03717254248659443
000151.SZ,2025-10-20,2025-10-22,29.501586352860844,28.133642148349427,200,-275.69892889445873,-0.04636849653268778
002872.SZ,2025-10-08,2025-10-23,16.92094369188456,16.18495729054009,400,-296.8576589702798,-0.043495588351697846
001356.SZ,2025-10-16,2025-10-23,69.7167410461466,73.33995247885332,100,359.49287052163436,0.051970464745454255
301419.SZ,2025-10-16,2025-10-23,33.909934605878895,36.352200359187286,200,485.65209093108206,0.07202213102719993
300841.SZ,2025-10-17,2025-10-23,98.47956884983252,95.30902911421353,100,-320.84371163517244,-0.032194898623628364
002144.SZ,2025-10-21,2025-10-23,41.17659444665199,43.661934395247116,100,246.93563108699618,0.060358074337961795
300373.SZ,2025-10-13,2025-10-24,45.03941290662639,48.67013995242944,100,361.2730580766938,0.0806122196426073
300299.SZ,2025-10-15,2025-10-24,50.91429209053379,53.78213632071531,100,284.77654061321573,0.05632689982376717
002998.SZ,2025-10-17,2025-10-24,82.21826753953985,88.70570593493235,100,645.2472051428358,0.07890507291792066
300307.SZ,2025-10-17,2025-10-24,93.16900393284197,98.75027584464428,100,554.1833700767638,0.059904814650861705
300205.SZ,2025-10-22,2025-10-24,85.39872223228441,80.79248059137387,100,-463.77413879189135,-0.05393806277781965
300584.SZ,2025-10-22,2025-10-24,79.20944625728656,84.86927308872933,100,562.654750841316,0.07145393761570601
300780.SZ,2025-10-23,2025-10-24,106.98715136229205,103.62855924478967,100,-340.0229877117945,-0.03139248101044523
301002.SZ,2025-10-15,2025-10-27,45.35276824008812,43.30105693490915,100,-206.75509850312756,-0.045238943173603795
301100.SZ,2025-10-23,2025-10-27,38.18288879711014,36.640244121564244,200,-311.3546602195929,-0.04040146579120668
000911.SZ,2025-10-03,2025-10-28,10.686635869066896,11.5878575448639,700,627.6911698845524,0.0843316537438731
300271.SZ,2025-10-23,2025-10-28,20.848161131759277,22.36206271761463,300,451.60841291540237,0.07261559311094999
300768.SZ,2025-10-23,2025-10-28,11.015402618731732,11.762745976538582,700,519.9230197898014,0.06784530567552653
300841.SZ,2025-10-24,2025-10-28,95.80933005862204,91.25857806744251,100,-458.68474377676284,-0.047498004509530484
300307.SZ,2025-10-27,2025-10-28,95.77979377118999,92.31385142811534,100,-350.2506022352354,-0.03618657136968257
