stock,buy_date,sell_date,buy_price,sell_price,quantity,pnl,return_rate
600004.SH,2025-09-01,2025-09-02,57.33345047596605,55.26387048741793,100,-209.02674477799974,-0.0360972516282738
600015.SH,2025-09-01,2025-09-02,19.899012097354394,19.11411549931957,400,-316.9208636820613,-0.03944399823442374
600017.SH,2025-09-01,2025-09-02,93.44949695499687,98.4633206406409,100,497.4514303555861,0.05365276271159137
600024.SH,2025-09-01,2025-09-02,40.861050418204165,39.396376310683934,200,-295.99801017211394,-0.035845238742753874
600031.SH,2025-09-01,2025-09-02,63.94711083557372,60.39056720650209,100,-357.9353832827128,-0.05561695567789631
600039.SH,2025-09-01,2025-09-02,49.75808482968023,48.22002009403615,100,-155.5879170563785,-0.030910850787541494
600049.SH,2025-09-01,2025-09-02,49.91225844108761,52.674595585195135,100,274.2711787290036,0.05534386201674215
600053.SH,2025-09-01,2025-09-02,54.89865081142414,57.92998406463336,100,300.95451055562535,0.05521689892929779
600057.SH,2025-09-01,2025-09-02,14.485742680570244,13.909690897297946,400,-232.50489352144177,-0.03976681044079001
600060.SH,2025-09-01,2025-09-02,10.820215060642008,10.479926625954093,500,-172.09551465836012,-0.03144932265955575
600066.SH,2025-09-01,2025-09-02,98.73214034323482,89.93651236785982,100,-883.113804591283,-0.08908576219251059
600068.SH,2025-09-01,2025-09-02,70.05540058630505,67.52165953736844,100,-255.95459071755613,-0.036167676263804474
600072.SH,2025-09-01,2025-09-02,44.95103203036652,43.523606397397685,100,-144.33540726740557,-0.03175512482126198
600074.SH,2025-09-01,2025-09-02,25.193180174260593,24.400762909120193,200,-160.2884169354311,-0.03145364180541203
600076.SH,2025-09-01,2025-09-02,53.79304278097934,57.15052073880059,100,333.60123386231226,0.06241472473478327
600084.SH,2025-09-01,2025-09-02,76.50687769841669,80.62000802207548,100,408.17055599579453,0.05376157604904997
600085.SH,2025-09-01,2025-09-02,97.38119385784114,91.28199623067313,100,-613.5303455103422,-0.06263219196174295
600087.SH,2025-09-01,2025-09-02,71.82188443829952,69.29165260481618,100,-255.67872778311266,-0.03522925990137454
600095.SH,2025-09-01,2025-09-02,67.27861707611504,62.895561850446775,100,-440.69119350742676,-0.065147819859459
600096.SH,2025-09-01,2025-09-02,92.26682994407756,88.46068143820864,100,-384.10067504263316,-0.04125153652917094
600098.SH,2025-09-01,2025-09-02,80.82231887917887,78.3653356607179,100,-248.74300476205644,-0.030399810999408493
600001.SH,2025-09-01,2025-09-03,62.73561156286187,60.83230314198535,100,-192.63027313152088,-0.03033856486709118
600007.SH,2025-09-01,2025-09-03,70.86983676049522,67.34618712429943,100,-354.9380238504582,-0.0497200190837742
600022.SH,2025-09-01,2025-09-03,56.67501062450727,54.59122276021467,100,-210.41987512898322,-0.0367673131655583
600029.SH,2025-09-01,2025-09-03,82.5428465075477,86.91978497494642,100,434.2758932481902,0.05302626033133597
600034.SH,2025-09-01,2025-09-03,60.45342374972439,58.37404413470183,100,-210.13517750104893,-0.034396391238834235
600050.SH,2025-09-01,2025-09-03,49.0980174503031,47.44117248210734,100,-167.43449517920635,-0.033745659279884585
600055.SH,2025-09-01,2025-09-03,71.98975044300145,68.14555731154448,100,-387.0262236377803,-0.05339917290726894
600064.SH,2025-09-01,2025-09-03,50.783012746977,53.32292656184858,100,252.0023160887631,0.05001502820493409
600069.SH,2025-09-01,2025-09-03,31.666120901705092,30.340747420407144,100,-133.61469477982882,-0.041854620760529655
600078.SH,2025-09-01,2025-09-03,14.830257809311425,15.623391344048532,300,236.21307357456863,0.05348076513134688
600097.SH,2025-09-01,2025-09-03,41.46848339577759,43.70035030938897,100,221.58679426517756,0.05382079909482867
600099.SH,2025-09-01,2025-09-03,59.98957438570487,57.75196095124636,100,-225.93278663242108,-0.037300038504552525
600012.SH,2025-09-01,2025-09-04,78.8142449361374,83.56873485098261,100,472.1779780213583,0.060325261235424345
600027.SH,2025-09-01,2025-09-04,80.8492882958079,75.76426326086116,100,-511.4349037657321,-0.06289511190675999
600041.SH,2025-09-01,2025-09-04,19.699019962867517,18.73140254695592,300,-292.39229849433013,-0.049120078954970746
